shock,var,h,med,p10,p90
fiscal_expansion,policy_rate,0,0.29417563792692325,-1.2711895275408491,1.530690237027238
fiscal_expansion,policy_rate,1,0.3970417150038744,-0.9682505466315451,1.7048264834734843
fiscal_expansion,policy_rate,2,0.5192950797280336,-0.5738891776172446,1.9409108550842369
fiscal_expansion,policy_rate,3,0.5933823403186437,-0.3752978620658035,2.10209659758767
fiscal_expansion,policy_rate,4,0.6466023683116887,-0.265515678393234,2.245821712444387
fiscal_expansion,policy_rate,5,0.6667479395504923,-0.2541873602191909,2.329490010157086
fiscal_expansion,policy_rate,6,0.6916169391737063,-0.1960213612304011,2.4604826356865686
fiscal_expansion,policy_rate,7,0.7043404047957134,-0.18828948977831683,2.5299159047999566
fiscal_expansion,policy_rate,8,0.7040576405058827,-0.18880202392669412,2.5525053250979575
fiscal_expansion,policy_rate,9,0.6810722612630407,-0.21927311851106318,2.5194770472312116
fiscal_expansion,policy_rate,10,0.6382388523438107,-0.22226704679060375,2.450731885961537
fiscal_expansion,policy_rate,11,0.6008312265149727,-0.2495020326166124,2.3514969662781975
fiscal_expansion,policy_rate,12,0.5738583193883148,-0.2809981805481539,2.2597732713096144
fiscal_expansion,policy_rate,13,0.5430832818622084,-0.32803696120144343,2.1673510740550586
fiscal_expansion,policy_rate,14,0.5007200866900008,-0.33287568736555645,2.1249653217781925
fiscal_expansion,policy_rate,15,0.4562457811738153,-0.34812819353026897,2.051399258151611
fiscal_expansion,policy_rate,16,0.4122877761299924,-0.3775721360293211,1.9927649908756075
fiscal_expansion,policy_rate,17,0.3723683872868116,-0.39486904086218855,1.8961176081119
fiscal_expansion,policy_rate,18,0.33163683985424675,-0.4064048732797466,1.8397394696934295
fiscal_expansion,policy_rate,19,0.2865037740685955,-0.43079716154365755,1.7115999996826399
fiscal_expansion,policy_rate,20,0.26392740182635155,-0.46544947697743594,1.6837830643483844
fiscal_expansion,gg_deficit_pct_gdp,0,-1.778378699990285,-1.778378699993766,-1.7783786999776459
fiscal_expansion,gg_deficit_pct_gdp,1,-2.1134397549120427,-2.6810884383284557,-1.724850912760197
fiscal_expansion,gg_deficit_pct_gdp,2,-2.176116096598617,-3.415302490829814,-1.52381917351742
fiscal_expansion,gg_deficit_pct_gdp,3,-2.060404046804976,-3.6543100242372444,-1.1866340571106269
fiscal_expansion,gg_deficit_pct_gdp,4,-1.8758939925091702,-3.609800946979692,-0.9020235928002338
fiscal_expansion,gg_deficit_pct_gdp,5,-1.6605723987590089,-3.448879291556184,-0.5983885123131533
fiscal_expansion,gg_deficit_pct_gdp,6,-1.4456465306738937,-3.2019780964628652,-0.3549304187367975
fiscal_expansion,gg_deficit_pct_gdp,7,-1.2540361143263503,-2.8871117233260493,-0.1383985163277598
fiscal_expansion,gg_deficit_pct_gdp,8,-1.029836126515441,-2.6273707466791625,0.03557517608636237
fiscal_expansion,gg_deficit_pct_gdp,9,-0.813160373487247,-2.4103022034532584,0.27655112226681094
fiscal_expansion,gg_deficit_pct_gdp,10,-0.6618654938132421,-2.2293431706078786,0.4871789040619291
fiscal_expansion,gg_deficit_pct_gdp,11,-0.5269531771081946,-1.9884348106383452,0.6193434554110626
fiscal_expansion,gg_deficit_pct_gdp,12,-0.4029230440829735,-1.8116364892138186,0.7667346917783009
fiscal_expansion,gg_deficit_pct_gdp,13,-0.26709841182054306,-1.6722989557193306,0.9059747588833432
fiscal_expansion,gg_deficit_pct_gdp,14,-0.17886981623596404,-1.4920380124062962,1.0405397914569057
fiscal_expansion,gg_deficit_pct_gdp,15,-0.09360751757961305,-1.3690692673781288,1.1482811116078253
fiscal_expansion,gg_deficit_pct_gdp,16,-0.020201276161007274,-1.2617103725651724,1.2147172317943422
fiscal_expansion,gg_deficit_pct_gdp,17,0.05862977033033556,-1.1490127155147345,1.3280177952083292
fiscal_expansion,gg_deficit_pct_gdp,18,0.11454834468238845,-1.0455398518314913,1.4162734673852253
fiscal_expansion,gg_deficit_pct_gdp,19,0.158975951990679,-0.9069094779197523,1.4631905365682214
fiscal_expansion,gg_deficit_pct_gdp,20,0.19641985426889103,-0.8110187229052404,1.486851858842724
fiscal_expansion,gg_debt_pct_gdp,0,3.591201139240643,1.0148915721450469,9.706226798109478
fiscal_expansion,gg_debt_pct_gdp,1,2.970113552785329,0.9804984679363677,7.987023542467286
fiscal_expansion,gg_debt_pct_gdp,2,2.956975760551134,0.9343423588355354,7.283227307334227
fiscal_expansion,gg_debt_pct_gdp,3,2.718356467233476,0.968838785705795,6.651411879613086
fiscal_expansion,gg_debt_pct_gdp,4,2.571741129973012,0.8785015245636862,6.2359815936216005
fiscal_expansion,gg_debt_pct_gdp,5,2.4207235330243906,0.7770326035934786,6.083626539764489
fiscal_expansion,gg_debt_pct_gdp,6,2.2655960414627354,0.5131809745331924,5.905459118055731
fiscal_expansion,gg_debt_pct_gdp,7,2.084783492249011,0.22709931151352544,5.4983800063579755
fiscal_expansion,gg_debt_pct_gdp,8,1.9056255100081834,-0.008809995490277089,5.338483807219483
fiscal_expansion,gg_debt_pct_gdp,9,1.7946900804836095,-0.31027192813254084,5.365404861580151
